#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vb0574","SAMN14524697","PRJNA622672","GCA_012956485.1","Scaffold",6.0203,45.3,,"JABCLD01",2583,6744,"2020-05-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/956/485/GCA_012956485.1_ASM1295648v1",
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","V187","SAMN10076540","PRJNA491373","GCA_004324735.1","Scaffold",5.10495,45.2,,"QYSX01",159,4346,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","09.5357","SAMN03195677","PRJNA267230","GCA_000786865.1","Scaffold",5.36749,44.8,,"JTGT01",688,5095,"2014-11-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/786/865/GCA_000786865.1_ASM78686v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/786/865/GCF_000786865.1_ASM78686v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","V146","SAMN10076462","PRJNA491373","GCA_004324645.1","Scaffold",5.0586,45.3,,"QYTA01",117,4192,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp34","SAMN10076550","PRJNA491373","GCA_004324425.1","Contig",4.94776,45.4,,"QYSN01",80,4017,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ20054","SAMN29856459","PRJNA860711","GCA_024505325.1","Scaffold",5.50503,45.6,,"JANIAY01",1416,5183,"2022-08-01T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/505/325/GCF_024505325.1_ASM2450532v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ21016","SAMN29856467","PRJNA860711","GCA_024495365.1","Scaffold",5.18491,45.4,,"JANHEP01",141,4621,"2022-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/495/365/GCF_024495365.1_ASM2449536v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","S176-10","SAMN03799838","PRJNA288141","GCA_001280725.1","Scaffold",5.97635,44,,"LIRU01",82,5420,"2015-09-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/725/GCF_001280725.1_ASM128072v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vb0551","SAMN14524695","PRJNA622672","GCA_012956515.1","Scaffold",6.0544,45.3,,"JABCLB01",2945,7018,"2020-05-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/956/515/GCA_012956515.1_ASM1295651v1",
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","PMA109.5","SAMN02781335","PRJNA233509","GCA_001270805.1","Scaffold",5.33835,45.3,,"LFUK01",20,4087,"2015-08-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/270/805/GCF_001270805.1_ASM127080v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ20029","SAMN29856447","PRJNA860711","GCA_024495605.1","Scaffold",5.34005,45.5,,"JANHFD01",626,5047,"2022-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/495/605/GCF_024495605.1_ASM2449560v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ20035","SAMN29856451","PRJNA860711","GCA_024495535.1","Scaffold",5.39738,45.8,,"JANHEZ01",1161,5286,"2022-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/495/535/GCF_024495535.1_ASM2449553v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","MAVP-E","SAMN03107386","PRJNA263814","GCA_001007525.1","Scaffold",5.28531,45.2,,"LBHP01",246,4777,"2015-05-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/007/525/GCF_001007525.1_ASM100752v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ20022","SAMN29722567","PRJNA858613","GCA_024331565.1","Scaffold",5.14247,45.3,,"JANDMG01",149,4574,"2022-07-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/331/565/GCF_024331565.1_ASM2433156v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vb2477","SAMN18102758","PRJNA705791","GCA_017313525.1","Contig",5.7626,44.9,,"JAFLNS01",1428,5351,"2021-03-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/313/525/GCA_017313525.1_ASM1731352v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/313/525/GCF_017313525.1_ASM1731352v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","PV173","SAMN20804965","PRJNA754786","GCA_022290835.1","Scaffold",5.82226,45.8,,"JAKNOC01",1459,6029,"2022-02-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/290/835/GCA_022290835.1_ASM2229083v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/290/835/GCF_022290835.1_ASM2229083v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ21035","SAMN29840933","PRJNA860327","GCA_024451545.1","Scaffold",5.79282,44.7,,"JANFVS01",2057,6091,"2022-07-26T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","PV170","SAMN20804964","PRJNA754786","GCA_022291025.1","Contig",5.65324,45.6,,"JAKNOB01",1176,5688,"2022-02-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/291/025/GCA_022291025.1_ASM2229102v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/291/025/GCF_022291025.1_ASM2229102v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ21008","SAMN29856465","PRJNA860711","GCA_024495085.1","Scaffold",5.14281,45.4,,"JANHER01",129,4573,"2022-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/495/085/GCF_024495085.1_ASM2449508v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ21002","SAMN29856464","PRJNA860711","GCA_024495205.1","Scaffold",5.16095,45.4,,"JANHES01",180,4625,"2022-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/495/205/GCF_024495205.1_ASM2449520v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ21031","SAMN29856470","PRJNA860711","GCA_024495185.1","Scaffold",5.18071,45.4,,"JANHEN01",131,4628,"2022-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/495/185/GCF_024495185.1_ASM2449518v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ21024","SAMN29856468","PRJNA860711","GCA_024495305.1","Scaffold",5.13127,45.3,,"JANHEO01",120,4567,"2022-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/495/305/GCF_024495305.1_ASM2449530v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ21009","SAMN29856466","PRJNA860711","GCA_024495325.1","Scaffold",5.21108,45.4,,"JANHEQ01",379,4785,"2022-07-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/495/325/GCF_024495325.1_ASM2449532v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","BH0086","SAMN25209733","PRJNA799787","GCA_023338305.1","Scaffold",5.12379,45.3,,"JAKJNH01",130,4545,"2022-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/305/GCA_023338305.1_ASM2333830v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/338/305/GCF_023338305.1_ASM2333830v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ21025","SAMN29856469","PRJNA860711","GCA_024505245.1","Scaffold",5.17859,45.4,,"JANIAV01",188,4611,"2022-08-01T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/505/245/GCF_024505245.1_ASM2450524v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp3","SAMN10076548","PRJNA491373","GCA_004324675.1","Scaffold",5.12265,45.3,,"QYSP01",92,4281,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vb0544","SAMN14524694","PRJNA622672","GCA_012955805.1","Scaffold",5.96582,45.3,,"JABCLA01",2686,6818,"2020-05-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/955/805/GCA_012955805.1_ASM1295580v1",
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","RIMD 2210633","SAMN02781340","PRJNA233509","GCA_001270945.1","Scaffold",5.14939,45.4,,"LFUR01",17,4141,"2015-08-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/270/945/GCF_001270945.1_ASM127094v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vb2209","SAMN14524727","PRJNA622672","GCA_012955655.1","Scaffold",5.64254,45.1,,"JABCMH01",1075,5302,"2020-05-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/955/655/GCA_012955655.1_ASM1295565v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/955/655/GCF_012955655.1_ASM1295565v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vb2207","SAMN14524726","PRJNA622672","GCA_012956085.1","Scaffold",5.65924,45.1,,"JABCMG01",1262,5387,"2020-05-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/956/085/GCA_012956085.1_ASM1295608v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/956/085/GCF_012956085.1_ASM1295608v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","16-VB00221","SAMN17385023","PRJNA693313","GCA_022762985.1","Contig",6.16251,44.1,,"JAESOT01",124,5782,"2022-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/762/985/GCA_022762985.1_ASM2276298v1",
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","V209","SAMN10076541","PRJNA491373","GCA_004324625.1","Scaffold",5.1114,45.2,,"QYSW01",212,4456,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HS-22-14","SAMN03799831","PRJNA288141","GCA_001280625.1","Scaffold",5.76161,44.6,,"LIRV01",235,5166,"2015-09-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/625/GCF_001280625.1_ASM128062v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp43","SAMN10076552","PRJNA491373","GCA_004324575.1","Scaffold",4.99881,45.3,,"QYSL01",155,3955,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","V148","SAMN10076539","PRJNA491373","GCA_004324745.1","Scaffold",5.1006,45.2,,"QYSY01",248,4251,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","vb1482","SAMN21235810","PRJNA760814","GCA_020407095.1","Scaffold",5.90474,45.9,,"JAIZEQ01",733,5759,"2021-10-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/407/095/GCA_020407095.1_ASM2040709v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/407/095/GCF_020407095.1_ASM2040709v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","PMA37.5","SAMN02781341","PRJNA233509","GCA_001270835.1","Contig",5.09662,45.3,,"LFUL01",94,4302,"2015-08-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/270/835/GCF_001270835.1_ASM127083v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HS-06-05","SAMN03799833","PRJNA288141","GCA_001280705.1","Scaffold",5.84599,44.8,,"LIRS01",162,5176,"2015-09-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/705/GCF_001280705.1_ASM128070v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp26","SAMN10076546","PRJNA491373","GCA_004324705.1","Scaffold",5.99151,44.1,,"QYSR01",178,5388,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp10","SAMN10076542","PRJNA491373","GCA_004324525.1","Scaffold",5.05638,45.3,,"QYSV01",232,4288,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp45","SAMN10076553","PRJNA491373","GCA_004324405.1","Scaffold",5.49357,45,,"QYSK01",184,4853,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp9","SAMN10076556","PRJNA491373","GCA_004324555.1","Scaffold",5.05659,45.3,,"QYSH01",232,4453,"2019-03-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/324/555/GCF_004324555.1_ASM432455v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","V147","SAMN10076535","PRJNA491373","GCA_004324805.1","Scaffold",5.26957,45.1,,"QYSZ01",231,4447,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","S439-9","SAMN03799841","PRJNA288141","GCA_001270155.1","Contig",6.05216,44,,"LFZA01",208,5544,"2015-08-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/270/155/GCF_001270155.1_ASM127015v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","D8_4","SAMN07338082","PRJNA393608","GCA_006372285.1","Contig",5.45293,45.4,,"NNIC01",1059,5149,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/372/285/GCF_006372285.1_ASM637228v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp38","SAMN10076551","PRJNA491373","GCA_004324415.1","Scaffold",5.04195,45.3,,"QYSM01",199,4346,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","13-028/A2","SAMN02867584","PRJNA253068","GCA_000732245.1","Contig",4.94333,45.4,,"JOKT01",213,0,"2014-07-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/732/245/GCA_000732245.1_ASM73224v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/732/245/GCF_000732245.1_ASM73224v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp28","SAMN10076547","PRJNA491373","GCA_004324435.1","Scaffold",5.25841,45.2,,"QYSQ01",233,4562,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp30","SAMN10076549","PRJNA491373","GCA_004324595.1","Scaffold",5.12473,45.3,,"QYSO01",237,4416,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","R10B2_71","SAMN05442492","PRJNA335428","GCA_001704915.1","Contig",5.27022,45,,"MCFR01",550,4867,"2016-08-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/915/GCF_001704915.1_ASM170491v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","CDC-AM43539","SAMN07451861","PRJNA396740","GCA_002251505.1","Contig",4.34579,45.2,,"NPOL01",152,4149,"2017-08-14T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","Vp46","SAMN10076554","PRJNA491373","GCA_004324395.1","Scaffold",5.22088,45.2,,"QYSJ01",232,4463,"2019-03-04T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","M0802","SAMN14080886","PRJNA604195","GCA_014836315.1","Contig",5.53498,45.2,,"JAAIXL01",120,3950,"2020-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/836/315/GCA_014836315.1_ASM1483631v1",
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","CDC-AM50933","SAMN07451860","PRJNA396740","GCA_002251555.1","Contig",4.30103,45.1,,"NPOM01",117,3938,"2017-08-14T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","13-028/A3","SAMN02866418","PRJNA253068","GCA_000737635.1","Contig",5.38884,45.3,,"JOKE01",290,4029,"2014-08-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/635/GCA_000737635.1_ASM73763v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/635/GCF_000737635.1_ASM73763v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","GZ20055","SAMN29856460","PRJNA860711","GCA_024581025.1","Contig",5.13732,45.3,,"JANIMV01",205,4637,"2022-08-06T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/581/025/GCF_024581025.1_ASM2458102v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","PMA1.15","SAMN05858281","PRJNA345107","GCA_002018615.1","Contig",5.23176,45.2,,"MKQV01",130,4275,"2017-03-06T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/018/615/GCF_002018615.1_ASM201861v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","M0905","SAMN14121487","PRJNA604195","GCA_014833025.1","Contig",5.36268,45.3,,"JAAKZP01",222,3655,"2020-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/833/025/GCA_014833025.1_ASM1483302v1",
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","M0803","SAMN14081008","PRJNA604195","GCA_014836295.1","Scaffold",5.57333,45.2,,"JAAIXK01",295,4375,"2020-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/836/295/GCA_014836295.1_ASM1483629v1",
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","C1_6","SAMN07337976","PRJNA393608","GCA_006374455.1","Contig",5.428,45.3,,"NNME01",1339,5245,"2019-06-19T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/374/455/GCF_006374455.1_ASM637445v1"
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","B2-28","SAMN26982634","PRJNA820182","GCA_030263235.1","Scaffold",5.38182,45.1,,"JALGSA01",324,4509,"2023-06-12T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","B4_1","SAMN07337917","PRJNA393608","GCA_006375435.1","Contig",5.21352,45.8,,"NNOL01",2081,5797,"2019-06-19T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","B10_6","SAMN07337893","PRJNA393608","GCA_006377235.1","Contig",5.169,45.3,,"NNPJ01",2142,5545,"2019-06-19T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HS-13-1_100","SAMN05301463","PRJNA327110","GCA_002144615.1","Contig",5.35365,45.1,,"MBPB01",1664,4330,"2017-05-16T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","VPA-67","SAMN02866458","PRJNA253079","GCA_000773455.1","Contig",5.00777,45.4,,"JPIP01",1940,2624,"2014-11-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/773/455/GCA_000773455.1_ASM77345v1",
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","HS-06-05_100","SAMN05301510","PRJNA327110","GCA_002144655.1","Contig",5.35904,45.2,,"MBPD01",2085,4245,"2017-05-16T00:00:00Z",,
"Vibrio parahaemolyticus","Bacteria;Pseudomonadota;Gammaproteobacteria","MAVP-3","SAMN06917280","PRJNA263814","GCA_002221095.1","Contig",4.2861,45,,"NIXT01",6005,7867,"2017-07-18T00:00:00Z",,
"Vibrio parahaemolyticus AQ3810","Bacteria;Pseudomonadota;Gammaproteobacteria","AQ3810","SAMN02435886","PRJNA18601","GCA_000154045.1","Scaffold",5.78143,45.5,,"AAWQ01",971,5509,"2007-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/154/045/GCA_000154045.1_ASM15404v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/045/GCF_000154045.1_ASM15404v1"
"Vibrio parahaemolyticus VPCR-2010","Bacteria;Pseudomonadota;Gammaproteobacteria","VPCR-2010","SAMN02435811","PRJNA176659","GCA_000454475.1","Contig",6.08413,44.1,,"AVPW01",29,5951,"2013-08-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/454/475/GCA_000454475.1_ASM45447v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/454/475/GCF_000454475.1_ASM45447v1"
"Vibrio parahaemolyticus VIP4-0430","Bacteria;Pseudomonadota;Gammaproteobacteria","VIP4-0430","SAMN02471135","PRJNA222559","GCA_000500445.1","Contig",5.56412,45.7,,"AXNO01",1009,0,"2013-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/500/445/GCA_000500445.1_VIP4-0430","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/500/445/GCF_000500445.1_VIP4-0430"
"Vibrio parahaemolyticus TUMSAT_DE2_S2","Bacteria;Pseudomonadota;Gammaproteobacteria","TUMSAT_DE2_S2","SAMD00009558","PRJDB1577","GCA_000591475.1","Scaffold",5.62353,45.2,,"BAVG01",96,0,"2014-03-11T20:35:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/591/475/GCA_000591475.1_ASM59147v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/475/GCF_000591475.1_ASM59147v1"
"Vibrio parahaemolyticus v110","Bacteria;Pseudomonadota;Gammaproteobacteria","v110","SAMN02471143","PRJNA192175","GCA_000388025.1","Scaffold",5.50502,45.2,,"AQPJ01",167,0,"2013-05-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/388/025/GCA_000388025.1_SOAPdenovo_version_1.05_for_Vibrio_parahaemolyticus_strain_v110","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/388/025/GCF_000388025.1_SOAPdenovo_version_1.05_for_Vibrio_parahaemolyticus_strain_v110"
"Vibrio parahaemolyticus M0605","Bacteria;Pseudomonadota;Gammaproteobacteria","M0605","SAMN02584906","PRJNA235181","GCA_000523375.1","Contig",5.42941,45.2,,"JALL01",116,4823,"2014-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/523/375/GCA_000523375.1_M0605","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/375/GCF_000523375.1_M0605"
"Vibrio parahaemolyticus VP49","Bacteria;Pseudomonadota;Gammaproteobacteria","VP49","SAMN02666028","PRJNA231232","GCA_000662375.1","Contig",5.04782,45.3,,"JEMS01",137,2668,"2014-05-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/662/375/GCA_000662375.1_De_novo_assembly_of_VP49_genome",
"Vibrio parahaemolyticus EN9701121","Bacteria;Pseudomonadota;Gammaproteobacteria","EN9701121","SAMN02204319","PRJNA188217","GCA_000877725.1","Contig",5.10731,45.2,,"AOPJ01",378,4137,"2015-02-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/877/725/GCA_000877725.1_ASM87772v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/877/725/GCF_000877725.1_ASM87772v1"
"Vibrio parahaemolyticus VP766","Bacteria;Pseudomonadota;Gammaproteobacteria","VP766","SAMN02204305","PRJNA188199","GCA_000877605.1","Contig",5.20397,45.2,,"AOOW01",351,4246,"2015-02-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/877/605/GCA_000877605.1_ASM87760v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/877/605/GCF_000877605.1_ASM87760v1"
"Vibrio parahaemolyticus 901128","Bacteria;Pseudomonadota;Gammaproteobacteria","901128","SAMN02204315","PRJNA188214","GCA_000877675.1","Contig",5.25537,45.2,,"AOPG01",403,4305,"2015-02-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/877/675/GCA_000877675.1_ASM87767v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/877/675/GCF_000877675.1_ASM87767v1"
"Vibrio parahaemolyticus 3644","Bacteria;Pseudomonadota;Gammaproteobacteria","3644","SAMN02204312","PRJNA188211","GCA_000877755.1","Contig",5.02853,45.3,,"AOPD01",411,4056,"2015-02-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/877/755/GCA_000877755.1_ASM87775v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/877/755/GCF_000877755.1_ASM87775v1"
"Vibrio parahaemolyticus 49","Bacteria;Pseudomonadota;Gammaproteobacteria","49","SAMN02204303","PRJNA188195","GCA_000877625.1","Contig",5.13169,45.3,,"AONA01",363,4003,"2015-02-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/877/625/GCA_000877625.1_ASM87762v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/877/625/GCF_000877625.1_ASM87762v1"
